months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_deductable,policy_annual_premium,policy_limit,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,auto_make,auto_model,auto_year,weather_condition,previous_claims,avg_past_claim_amount,max_past_claim_amount,tenure_days,vehicle_age,seasonal_factor,time_factor,weather_factor,total_claim_amount,frequency
104,57,PN00009627,2016-11-01,NY,250,4687.587003091022,1000000,250000,63481,Female,Bachelor,Engineer,Married,88596.06505311439,11459.939898392397,2021-02-28,Natural Disaster,Parked Car,Minor,7,3,4,0,True,Honda,Truck,2001,Fog,0,0.0,0.0,1580,20,1.1,1.1,1.2,4231.682328117781,5
58,65,PN00009628,2023-03-01,FL,2000,835.2611105818241,250000,500000,50046,Female,Bachelor,Teacher,Single,3434.461985734594,16337.044008196905,2022-12-09,Natural Disaster,Head-on,Totaled,10,4,1,0,True,BMW,Coupe,2001,Snow,1,7728.084002772099,7728.084002772099,0,21,1.1,1.0,1.5,9284.742965992833,0
76,68,PN00009629,2019-10-03,CA,2000,2370.5970245448634,1000000,500000,44644,Female,PhD,Engineer,Married,73561.76975784086,26328.898205809986,2020-11-28,Natural Disaster,Head-on,Minor,13,2,3,2,False,BMW,Convertible,2017,Snow,0,0.0,0.0,422,3,1.05,1.0,1.5,10768.44649302072,1
2,74,PN00009630,2023-03-04,CA,250,3782.4525055136364,100000,100000,91472,Male,Bachelor,Clerical,Married,96055.67332595709,43254.69311025255,2021-07-29,Collision,Side-swipe,Totaled,20,3,2,0,True,Chevrolet,SUV,2002,Rain,0,0.0,0.0,0,19,1.0,1.0,1.3,9960.675420663998,0
75,88,PN00009631,2019-08-24,IL,2000,3504.75351430061,250000,500000,93578,Female,PhD,Manager,Single,62564.32775232937,10261.65081417678,2022-08-17,Vandalism,Parked Car,Minor,6,1,3,4,True,Ford,Coupe,2011,Fog,2,5521.467489900351,6807.158964638086,1089,11,1.0,1.0,1.2,9905.180254004463,3
108,54,PN00009632,2016-07-25,IL,2000,1519.2974411127425,500000,500000,41083,Female,High School,Clerical,Widowed,54816.29560911392,26237.74337210945,2020-11-21,Theft,Head-on,Minor,22,4,3,1,True,Ford,Convertible,2010,Rain,0,0.0,0.0,1580,10,1.05,1.2,1.3,4071.0480081934957,1
28,72,PN00009633,2021-08-02,IL,250,1233.8027487351787,500000,100000,26792,Male,Master,Clerical,Married,6144.65848418787,43788.738007978915,2016-09-21,Theft,Side-swipe,Major,3,3,4,1,False,Chevrolet,Convertible,2021,Fog,0,0.0,0.0,0,-5,1.05,1.2,1.2,12281.932340091378,0
82,58,PN00009634,2021-09-15,NY,2000,4029.1115181841938,1000000,100000,75146,Female,High School,Teacher,Married,50295.88109446262,5625.159272675134,2017-12-02,Collision,Head-on,Totaled,14,4,3,2,True,BMW,Coupe,2012,Fog,1,5143.893364869261,5143.893364869261,0,5,1.1,1.0,1.2,11562.151641364959,5
77,37,PN00009635,2015-12-19,NY,2000,4803.100948574585,100000,100000,52270,Male,High School,Manager,Married,36140.41491722455,36071.70407440874,2016-03-31,Natural Disaster,Rear-end,Major,6,4,0,2,False,Honda,Coupe,2017,Clear,3,7849.9692025331415,12009.880943087972,103,-1,1.05,1.0,1.0,15278.83525097472,4
101,50,PN00009636,2016-08-11,CA,250,3954.1256039427312,1000000,500000,57059,Female,Master,Engineer,Single,77810.05956544037,11186.45179427626,2022-04-12,Collision,Rear-end,Major,3,3,2,3,False,BMW,Sedan,2009,Clear,0,0.0,0.0,2070,13,1.05,1.2,1.0,9782.961859140494,7
86,57,PN00009637,2017-05-01,NY,500,4834.420169889876,100000,250000,37026,Male,Master,Sales,Single,81177.62423489029,8680.371622022947,2021-01-10,Natural Disaster,Parked Car,Minor,14,4,4,4,False,Chevrolet,Truck,2003,Rain,0,0.0,0.0,1350,18,1.1,1.0,1.3,6805.206554243232,5
76,51,PN00009638,2018-05-27,CA,500,3222.4794086166926,500000,0,91117,Female,Bachelor,Manager,Widowed,16760.244792226455,11817.474194300825,2022-04-08,Collision,Rear-end,Major,3,1,3,2,True,Honda,Coupe,2019,Clear,0,0.0,0.0,1412,3,1.05,1.2,1.0,11717.508931837785,0
2,79,PN00009639,2020-04-28,FL,2000,4680.944873113626,250000,250000,57448,Male,PhD,Clerical,Married,52224.40656769887,25143.28525071574,2023-04-17,Theft,Parked Car,Minor,9,4,0,2,False,Honda,Sedan,2001,Fog,0,0.0,0.0,1084,22,1.05,1.1,1.2,7699.490721233904,0
101,36,PN00009640,2020-11-21,TX,1000,3606.960625451991,500000,100000,28915,Male,Bachelor,Clerical,Single,85993.77517301527,30169.760440640235,2016-08-23,Natural Disaster,Rear-end,Minor,11,1,1,0,False,Honda,Sedan,2017,Snow,1,17950.426008531158,17950.426008531158,0,-1,1.0,1.0,1.5,9814.53117176484,1
7,60,PN00009641,2018-10-05,CA,1000,4589.98137590489,1000000,250000,14208,Female,High School,Manager,Married,62452.66337335567,9712.527055081233,2019-11-24,Vandalism,Rear-end,Totaled,0,1,3,2,False,Honda,Truck,2015,Clear,0,0.0,0.0,415,4,1.05,1.2,1.0,15455.324363832537,0
26,86,PN00009642,2015-09-28,CA,250,1227.1503558631584,250000,0,39713,Male,PhD,Teacher,Widowed,48097.10692286845,5598.151088027592,2021-05-06,Vandalism,Rear-end,Totaled,14,2,3,1,True,Ford,SUV,2014,Snow,0,0.0,0.0,2047,7,1.05,1.0,1.5,13030.175746058287,0
90,80,PN00009643,2021-08-16,FL,250,4170.04347084777,100000,250000,90090,Male,Bachelor,Engineer,Divorced,89806.15712425501,22633.252083397543,2023-12-03,Collision,Head-on,Totaled,15,1,0,2,True,Toyota,SUV,2014,Clear,0,0.0,0.0,839,9,1.1,1.0,1.0,15472.664457121278,3
88,27,PN00009644,2023-06-25,IL,500,1385.3561042905362,500000,100000,63408,Female,Master,Sales,Divorced,96648.789995772,2869.8512060841176,2017-08-28,Natural Disaster,Parked Car,Major,0,1,4,2,False,Toyota,Truck,2015,Snow,0,0.0,0.0,0,2,1.0,1.2,1.5,13071.858443801264,0
76,30,PN00009645,2019-03-20,IL,1000,623.4309587568077,100000,0,15189,Male,Master,Teacher,Divorced,23527.41041346861,26946.795216415947,2016-09-18,Natural Disaster,Rear-end,Totaled,0,1,0,0,False,Chevrolet,Sedan,2003,Snow,1,14921.16403666266,14921.16403666266,0,13,1.05,1.2,1.5,11089.536783264613,1
16,22,PN00009646,2015-12-29,IL,250,2829.1376031933332,500000,500000,68374,Male,Bachelor,Engineer,Widowed,18279.61366754688,34143.53089276753,2023-08-25,Collision,Rear-end,Major,12,1,1,2,False,Chevrolet,SUV,2023,Clear,0,0.0,0.0,2796,0,1.0,1.0,1.0,12164.087545130418,0
23,75,PN00009647,2015-01-28,CA,1000,1932.1330125282996,100000,250000,34421,Male,PhD,Manager,Single,86482.976924636,47289.53118938111,2019-12-22,Natural Disaster,Parked Car,Totaled,20,4,2,4,True,Honda,SUV,2013,Snow,0,0.0,0.0,1789,6,1.1,1.0,1.5,13180.65417204615,0
40,76,PN00009648,2019-08-05,CA,1000,695.8911280460804,500000,500000,81778,Male,High School,Teacher,Married,24294.949650563547,7147.040143260608,2016-09-24,Theft,Side-swipe,Minor,14,4,3,2,False,BMW,Convertible,2012,Rain,0,0.0,0.0,0,4,1.05,1.0,1.3,6570.819752292057,1
60,76,PN00009649,2022-03-01,NY,2000,4911.369704276717,500000,500000,56671,Male,PhD,Sales,Single,84783.85890619871,21665.553878325205,2024-01-23,Collision,Side-swipe,Major,19,1,1,4,True,Chevrolet,Convertible,2005,Clear,1,5666.053346202142,5666.053346202142,693,19,1.1,1.0,1.0,15831.517455547979,5
73,32,PN00009650,2018-01-24,NY,2000,3499.0974297049675,100000,0,92234,Male,Bachelor,Engineer,Divorced,30118.704267849316,12835.271971010981,2019-02-04,Collision,Side-swipe,Totaled,2,4,3,2,True,Toyota,SUV,2007,Rain,0,0.0,0.0,376,12,1.1,1.2,1.3,9873.738224277886,3
32,18,PN00009651,2019-08-25,TX,1000,4558.154779470195,500000,500000,64305,Female,Master,Manager,Divorced,1918.6645930273305,10895.154627295178,2022-05-22,Theft,Rear-end,Totaled,5,1,0,1,True,BMW,Coupe,2009,Rain,1,9842.52748346126,9842.52748346126,1001,13,1.05,1.0,1.3,11467.292871419133,0
15,55,PN00009652,2016-12-17,TX,500,4995.871636423767,500000,500000,75761,Male,Master,Engineer,Married,42193.91587168328,25976.235727889252,2018-10-29,Vandalism,Parked Car,Major,6,1,0,4,False,Chevrolet,Truck,2014,Fog,0,0.0,0.0,681,4,1.05,1.0,1.2,16867.065441150775,0
101,70,PN00009653,2021-03-26,NY,250,2263.850315019914,500000,250000,18670,Male,High School,Sales,Married,4036.712119176622,7171.976204070241,2024-02-28,Vandalism,Head-on,Minor,17,4,0,4,True,Ford,Sedan,2000,Clear,0,0.0,0.0,1069,24,1.1,1.1,1.0,7982.78033094204,4
13,69,PN00009654,2020-03-07,CA,250,1646.3166293035183,1000000,0,67566,Male,Master,Manager,Widowed,20799.11752944117,770.7587056199117,2016-04-22,Vandalism,Head-on,Major,17,3,2,1,False,Chevrolet,SUV,2018,Fog,0,0.0,0.0,0,-2,1.05,1.1,1.2,12542.817268147497,1
5,18,PN00009655,2022-12-19,FL,500,1327.4797670907294,500000,100000,52675,Female,High School,Clerical,Married,47936.176355543634,8106.7778937784105,2024-01-01,Natural Disaster,Side-swipe,Totaled,23,4,2,0,True,Ford,SUV,2022,Clear,1,7142.707401010635,7142.707401010635,378,2,1.1,1.2,1.0,16184.976521982928,0
75,28,PN00009656,2021-05-15,NY,2000,2818.3419850610417,100000,100000,81922,Female,High School,Clerical,Single,3849.531197587752,16775.790413297666,2022-09-14,Natural Disaster,Rear-end,Totaled,4,1,1,0,True,BMW,Truck,2012,Rain,1,8165.988324249367,8165.988324249367,487,10,1.05,1.2,1.3,12014.52932203457,0
74,75,PN00009657,2023-06-21,CA,2000,3227.363498759709,100000,0,83815,Male,PhD,Teacher,Single,3321.4743174321047,548.6586705701125,2021-07-03,Collision,Side-swipe,Totaled,4,2,4,1,True,Chevrolet,Sedan,2007,Fog,0,0.0,0.0,0,14,1.0,1.2,1.2,15096.648271786016,0
52,57,PN00009658,2016-07-14,NY,500,2625.9023121463615,1000000,500000,92399,Female,PhD,Manager,Married,15514.748125017873,42856.686174009265,2020-10-30,Theft,Side-swipe,Minor,6,1,1,2,False,Toyota,Sedan,2004,Fog,0,0.0,0.0,1569,16,1.05,1.0,1.2,4589.22627939354,1
77,77,PN00009659,2017-03-27,IL,500,2242.634066805571,500000,250000,26692,Male,Bachelor,Manager,Single,46275.352529328906,29178.597153399067,2023-11-24,Natural Disaster,Side-swipe,Totaled,20,4,3,2,True,Honda,Sedan,2016,Snow,0,0.0,0.0,2433,7,1.05,1.0,1.5,15398.52050758523,0
41,61,PN00009660,2017-01-31,NY,2000,1257.2265355660775,1000000,500000,49566,Female,Bachelor,Teacher,Single,97401.694715645,1357.8745218114752,2024-07-27,Collision,Side-swipe,Major,5,4,1,3,True,Ford,SUV,2017,Snow,0,0.0,0.0,2734,7,1.0,1.0,1.5,7291.280213895676,0
53,23,PN00009661,2019-04-13,IL,1000,2488.3683071478076,1000000,100000,92459,Female,High School,Engineer,Divorced,9341.433302833302,11430.720805033761,2017-06-30,Theft,Parked Car,Totaled,8,4,2,1,False,Toyota,Sedan,2013,Snow,1,2144.1869833783007,2144.1869833783007,0,4,1.0,1.1,1.5,9590.876227533909,0
110,45,PN00009662,2018-03-31,CA,2000,883.5941168557922,500000,250000,56547,Female,Bachelor,Teacher,Divorced,62196.02931069246,33216.411389002125,2020-06-11,Theft,Side-swipe,Minor,8,4,1,1,False,BMW,SUV,2006,Clear,0,0.0,0.0,803,14,1.0,1.1,1.0,2782.1181165081507,2
50,48,PN00009663,2021-03-18,IL,1000,4392.714914994163,100000,0,58825,Female,Master,Manager,Married,49707.32275715259,1496.9891500079714,2018-05-31,Vandalism,Head-on,Minor,14,3,0,3,True,Ford,Sedan,2008,Fog,0,0.0,0.0,0,10,1.05,1.0,1.2,7099.321842487989,3
15,25,PN00009664,2020-07-02,NY,250,711.0619344408174,500000,500000,56065,Male,High School,Clerical,Married,6015.526841205287,18848.2918365979,2023-06-03,Vandalism,Rear-end,Major,8,1,4,4,False,Toyota,Sedan,2017,Fog,0,0.0,0.0,1066,6,1.0,1.1,1.2,9876.88678937289,0
106,22,PN00009665,2015-06-22,IL,250,2212.9072777919964,1000000,500000,67523,Male,High School,Engineer,Married,3414.1881588066635,4833.236237141314,2021-01-25,Theft,Rear-end,Totaled,5,4,0,0,False,Chevrolet,Truck,2016,Snow,1,2864.351077922937,2864.351077922937,2044,5,1.1,1.0,1.5,18383.50446371182,1
120,71,PN00009666,2018-05-21,FL,1000,950.6204106933583,250000,250000,76084,Male,Bachelor,Manager,Divorced,22183.61008740779,19579.952428637596,2019-06-23,Collision,Rear-end,Totaled,12,1,3,1,False,Toyota,SUV,2003,Fog,0,0.0,0.0,398,16,1.0,1.0,1.2,8196.476308357847,0
7,34,PN00009667,2021-07-25,IL,1000,3987.412247601852,1000000,500000,75537,Female,PhD,Sales,Single,68475.07769159878,48401.07551601374,2022-01-14,Natural Disaster,Side-swipe,Minor,11,1,0,1,False,Toyota,Convertible,2003,Snow,0,0.0,0.0,173,19,1.1,1.0,1.5,7075.886806815657,0
40,55,PN00009668,2018-05-29,IL,2000,1907.3164047256707,100000,0,27441,Male,High School,Clerical,Widowed,96238.83093786926,22750.396935022316,2023-10-26,Theft,Head-on,Minor,14,1,2,3,False,Ford,Convertible,2022,Fog,1,2645.7487432707526,2645.7487432707526,1976,1,1.05,1.0,1.2,12884.477761902705,1
28,26,PN00009669,2020-07-16,TX,500,1008.9752569364966,500000,250000,23625,Female,High School,Clerical,Single,55607.77372531287,30684.900088680333,2023-07-26,Natural Disaster,Head-on,Major,18,1,3,0,True,Toyota,Convertible,2014,Clear,0,0.0,0.0,1105,9,1.0,1.1,1.0,9062.188758400498,0
32,31,PN00009670,2021-04-09,FL,1000,2891.7108448903123,250000,0,20465,Male,PhD,Teacher,Widowed,4577.228248062204,20422.12576353921,2019-06-01,Theft,Head-on,Major,21,3,0,3,True,Toyota,Sedan,2007,Snow,0,0.0,0.0,0,12,1.0,1.0,1.5,21396.070782252547,1
99,43,PN00009671,2023-04-19,CA,250,4623.24653253293,1000000,0,50520,Female,PhD,Manager,Divorced,25797.54957712981,15751.060789746612,2019-09-15,Vandalism,Rear-end,Totaled,10,1,0,3,False,Ford,SUV,2014,Snow,0,0.0,0.0,0,5,1.05,1.0,1.5,16371.74367137441,4
15,79,PN00009672,2020-03-13,IL,2000,4588.901920036415,1000000,0,53892,Male,High School,Manager,Widowed,94232.2280227045,30530.993980218107,2018-08-10,Natural Disaster,Parked Car,Major,23,2,1,1,False,Toyota,Sedan,2007,Clear,1,14968.588697335412,14968.588697335412,0,11,1.0,1.2,1.0,11271.524013436008,2
112,42,PN00009673,2017-07-08,FL,250,1623.4296850975545,1000000,0,15626,Male,Bachelor,Teacher,Married,1252.0537883603965,31036.582745398893,2022-05-23,Vandalism,Parked Car,Major,13,2,4,2,False,Toyota,Convertible,2011,Snow,0,0.0,0.0,1780,11,1.05,1.0,1.5,12816.89964479911,1
100,53,PN00009674,2015-04-20,CA,2000,3738.4685418210506,500000,500000,96965,Male,High School,Manager,Married,60225.16472210408,30766.655105853617,2024-12-14,Natural Disaster,Rear-end,Minor,1,3,0,4,False,Toyota,Convertible,2022,Snow,2,5433.4627361741295,5787.951887123582,3526,2,1.1,1.2,1.5,10487.656088367165,1
85,50,PN00009675,2023-11-15,FL,500,636.2788677844607,500000,250000,96131,Male,High School,Manager,Married,17891.791283193616,1340.8850585382825,2021-09-11,Collision,Rear-end,Minor,17,4,4,1,True,BMW,SUV,2008,Fog,3,14788.68103219007,16995.128860458153,0,13,1.05,1.1,1.2,5602.21550465,1
70,20,PN00009676,2015-01-11,TX,500,1093.3330842654107,1000000,500000,61313,Male,High School,Clerical,Married,6621.11019778101,34826.51789845853,2020-07-25,Natural Disaster,Side-swipe,Minor,12,1,3,1,False,Ford,Truck,2013,Clear,0,0.0,0.0,2022,7,1.0,1.0,1.0,4928.26475039098,1
65,28,PN00009677,2016-09-22,CA,250,2747.625666412008,500000,100000,52525,Female,Bachelor,Engineer,Single,25443.623649526624,33791.78660521008,2017-08-13,Vandalism,Parked Car,Major,23,4,4,0,True,Toyota,Convertible,2008,Fog,1,10222.329033260852,10222.329033260852,325,9,1.0,1.2,1.2,14039.361750290831,1
4,75,PN00009678,2017-12-11,CA,1000,1529.4039551975848,250000,0,26978,Female,PhD,Sales,Married,93698.83635676862,3506.6849758504436,2024-08-04,Natural Disaster,Rear-end,Minor,16,2,0,4,False,Honda,Truck,2022,Fog,1,3460.6769196250816,3460.6769196250816,2428,2,1.0,1.1,1.2,7115.197607981906,0
11,81,PN00009679,2018-05-14,IL,1000,4092.1783428206213,250000,0,20959,Male,High School,Sales,Widowed,76175.91302701851,9508.328568098595,2022-01-19,Theft,Head-on,Minor,2,3,0,0,True,BMW,Truck,2003,Fog,0,0.0,0.0,1346,19,1.1,1.2,1.2,7477.197221592263,1
108,35,PN00009680,2022-03-08,NY,250,4689.824774236976,100000,100000,69498,Female,PhD,Engineer,Divorced,17122.003424211485,26017.576545628624,2023-08-22,Collision,Rear-end,Major,16,4,2,0,False,Ford,Truck,2022,Rain,0,0.0,0.0,532,1,1.0,1.1,1.3,13764.742914131453,2
26,64,PN00009681,2022-02-20,CA,1000,519.4999241725201,500000,100000,21961,Male,High School,Sales,Married,6570.297084175813,18038.92275440748,2022-07-31,Collision,Side-swipe,Minor,0,2,1,1,False,Honda,Convertible,2020,Rain,0,0.0,0.0,161,2,1.0,1.2,1.3,7977.684932633056,1
61,61,PN00009682,2020-04-19,CA,1000,1548.121233204409,500000,0,64423,Female,Bachelor,Engineer,Single,49314.60929125594,28800.82656514259,2019-07-12,Collision,Head-on,Minor,22,3,4,4,True,Toyota,Sedan,2002,Rain,2,3798.427881954318,3991.683919153453,0,17,1.0,1.2,1.3,4693.533011621327,0
37,76,PN00009683,2016-05-23,TX,250,2477.990057343023,1000000,500000,36510,Male,High School,Manager,Married,5266.106296302064,38020.65526565788,2016-01-28,Collision,Head-on,Totaled,1,2,4,4,False,Toyota,Truck,2003,Fog,0,0.0,0.0,0,13,1.1,1.2,1.2,19358.266246185678,0
23,67,PN00009684,2022-05-02,TX,250,3033.856797585748,250000,500000,66479,Male,High School,Teacher,Married,40405.96653311716,27403.08251780065,2022-11-01,Vandalism,Parked Car,Major,17,1,1,3,True,Chevrolet,Coupe,2021,Snow,0,0.0,0.0,183,1,1.05,1.1,1.5,15280.708717928817,2
93,86,PN00009685,2022-06-20,TX,500,4621.5624991644545,500000,0,24410,Male,PhD,Manager,Single,80025.12725895707,22948.929589786378,2016-08-04,Vandalism,Head-on,Totaled,1,4,4,1,False,Chevrolet,Convertible,2018,Fog,1,16126.07206523926,16126.07206523926,0,-2,1.0,1.2,1.2,29451.445497114957,4
85,46,PN00009686,2018-03-24,IL,250,4513.475707318821,500000,250000,83052,Male,High School,Teacher,Divorced,50066.34948172315,13182.371168469192,2023-12-26,Collision,Head-on,Minor,1,2,1,4,False,BMW,Sedan,2004,Snow,1,21931.63326097964,21931.63326097964,2103,19,1.1,1.2,1.5,7796.261875546022,4
112,84,PN00009687,2019-09-05,CA,500,3367.2654476058465,500000,100000,49593,Female,High School,Engineer,Single,89684.07090705201,30774.575368162583,2024-06-17,Vandalism,Parked Car,Totaled,5,3,3,2,True,Chevrolet,SUV,2004,Fog,2,3911.231241854438,5133.722609639417,1747,20,1.0,1.0,1.2,15594.754770699825,5
109,19,PN00009688,2017-01-04,TX,500,1658.2460633774806,1000000,500000,22119,Female,High School,Manager,Widowed,79125.73421874603,41360.99850679016,2020-01-07,Vandalism,Parked Car,Minor,21,4,3,1,True,Honda,Truck,2014,Clear,1,4195.882731510631,4195.882731510631,1098,6,1.1,1.0,1.0,7620.254883482051,2
109,42,PN00009689,2020-07-07,TX,2000,4024.795144452626,250000,250000,16482,Female,PhD,Engineer,Single,55526.85937881412,13119.97220181636,2022-08-03,Natural Disaster,Head-on,Major,9,4,4,4,True,Ford,Sedan,2023,Clear,2,8819.00791844222,15026.487380620933,757,-1,1.0,1.1,1.0,10692.515288676681,4
113,36,PN00009690,2022-09-18,FL,1000,1411.932970792543,500000,0,99256,Female,Master,Clerical,Widowed,79040.41401827597,39407.03132270284,2017-05-05,Natural Disaster,Head-on,Minor,17,1,2,3,True,Honda,Convertible,2012,Fog,0,0.0,0.0,0,5,1.05,1.1,1.2,5657.935113340997,2
91,57,PN00009691,2022-03-26,FL,250,4843.275458435675,500000,0,64072,Male,PhD,Engineer,Married,9486.661156785114,20880.378329937288,2024-09-07,Vandalism,Parked Car,Minor,3,4,0,0,True,Honda,Coupe,2020,Fog,1,12470.732984871533,12470.732984871533,896,4,1.05,1.2,1.2,10178.079217116727,3
103,19,PN00009692,2017-09-29,TX,1000,526.279620802991,1000000,500000,91972,Female,High School,Manager,Single,20136.169941986347,5593.023499270849,2016-10-17,Natural Disaster,Head-on,Minor,5,1,4,3,True,Toyota,SUV,2015,Snow,1,13279.191453624677,13279.191453624677,0,1,1.05,1.0,1.5,15367.524459705848,1
40,82,PN00009693,2015-04-27,IL,2000,3063.967267585557,100000,500000,59061,Female,Master,Teacher,Married,70042.04743375059,45531.66980678454,2022-11-19,Theft,Parked Car,Major,21,4,3,4,False,Honda,Coupe,2013,Snow,1,8320.943321700857,8320.943321700857,2763,9,1.05,1.0,1.5,7194.079749994702,0
77,79,PN00009694,2016-05-03,NY,250,897.7876111473249,1000000,0,92176,Male,PhD,Clerical,Single,571.9971994782247,34081.71289170181,2016-09-17,Natural Disaster,Side-swipe,Totaled,21,3,4,0,False,Honda,Sedan,2003,Fog,3,8299.041942739694,13270.400511293732,137,13,1.05,1.0,1.2,13735.508625589431,1
23,71,PN00009695,2023-07-30,FL,250,2334.197885819096,500000,500000,17755,Female,PhD,Manager,Widowed,467.92556405530485,42050.38939091894,2021-12-09,Theft,Head-on,Totaled,19,3,1,3,True,Toyota,Convertible,2005,Snow,0,0.0,0.0,0,16,1.1,1.0,1.5,14142.006606462264,0
16,62,PN00009696,2018-02-09,FL,2000,3357.2009313968774,250000,500000,70675,Male,Master,Manager,Single,38034.14368578536,32745.371207234995,2020-08-21,Collision,Rear-end,Major,9,3,1,0,False,Honda,Convertible,2002,Snow,0,0.0,0.0,924,18,1.0,1.1,1.5,5338.359923555617,0
94,66,PN00009697,2020-07-12,CA,1000,3603.1932301636234,250000,500000,67358,Female,Master,Manager,Widowed,86707.65692194748,6176.722257495476,2024-03-10,Vandalism,Side-swipe,Major,22,4,3,3,False,Chevrolet,Coupe,2017,Snow,1,12857.35619406559,12857.35619406559,1337,7,1.05,1.2,1.5,14696.336130126589,3
61,86,PN00009698,2015-10-01,CA,500,4035.0626135327084,500000,0,94816,Female,Master,Clerical,Married,98084.98802737822,27081.05363623513,2017-10-22,Collision,Side-swipe,Totaled,16,1,0,4,False,Honda,Sedan,2000,Clear,1,5770.985941965744,5770.985941965744,752,17,1.05,1.1,1.0,19142.795419212805,2
68,55,PN00009699,2021-09-19,TX,2000,3169.9746624414656,100000,100000,77660,Male,Master,Manager,Single,64983.53270416086,31681.45620384929,2024-03-19,Collision,Head-on,Totaled,15,4,1,2,True,Chevrolet,Convertible,2015,Snow,2,9138.002574134203,16837.200436686027,912,9,1.05,1.0,1.5,20785.443576035217,1
104,21,PN00009700,2023-05-12,CA,2000,1630.9370807869752,1000000,250000,30169,Male,Bachelor,Teacher,Single,95027.56234602582,13060.822418173078,2018-03-08,Theft,Side-swipe,Totaled,23,3,3,0,False,BMW,Convertible,2021,Fog,0,0.0,0.0,0,-3,1.05,1.2,1.2,13490.860142156176,2
80,34,PN00009701,2019-01-21,CA,250,4501.639593206922,500000,100000,68339,Female,Bachelor,Manager,Married,84767.34427531464,31544.99224788887,2018-10-16,Natural Disaster,Side-swipe,Minor,2,2,2,1,True,Ford,Sedan,2005,Fog,0,0.0,0.0,0,13,1.05,1.2,1.2,13637.983967979704,3
31,70,PN00009702,2021-07-08,NY,500,4149.983358561594,500000,0,29333,Male,Bachelor,Sales,Single,20148.207458713485,28339.485071334362,2022-09-29,Vandalism,Head-on,Minor,0,4,3,1,False,Ford,Sedan,2016,Clear,0,0.0,0.0,448,6,1.05,1.2,1.0,10353.631414657628,0
53,70,PN00009703,2020-05-22,IL,2000,1220.235429680825,500000,250000,93585,Male,Master,Engineer,Widowed,40395.58527675066,1079.3377182737152,2024-09-04,Natural Disaster,Side-swipe,Minor,19,3,3,2,False,BMW,Convertible,2011,Rain,0,0.0,0.0,1566,13,1.05,1.0,1.3,6691.879896885874,0
106,48,PN00009704,2021-05-05,TX,1000,4219.30032893532,1000000,0,48986,Female,High School,Sales,Single,62377.16023084689,44127.74602340841,2024-07-05,Vandalism,Parked Car,Minor,19,3,0,2,True,Honda,Truck,2022,Snow,1,16080.450801167764,16080.450801167764,1157,2,1.0,1.0,1.5,7830.2907873898,6
